satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left,,salary_figure,new_salaries,,,,low,,
0.76,0.9,4,263,5,0,0,support,low,1,,24314,24500,,,,,,
0.41,0.54,2,145,3,0,0,support,low,1,,15514,24500,,,,,,
0.72,0.96,5,267,5,0,0,technical,low,1,,19903,24500,,,,,,
0.4,0.5,2,141,3,1,0,technical,low,1,,17998,24500,,,,,,
0.91,0.87,4,235,5,0,0,technical,low,1,,24923,24500,,,,,,
0.1,0.83,6,258,4,0,0,management,low,1,,19493,24500,,,,,,
0.4,0.56,2,131,3,0,0,IT,low,1,,20564,23500,,,,,,
0.82,0.86,5,243,5,0,0,IT,low,1,,22744,23500,,,,,,
0.1,0.82,6,266,4,0,0,IT,low,1,,21705,24500,,,,,,
0.37,0.45,2,142,3,0,0,IT,low,1,,21356,23500,,,,,,
0.36,0.51,2,135,3,0,0,IT,low,1,,14735,23500,,,,,,
0.39,0.48,2,141,3,0,0,product_mng,medium,1,,34740,43000,,,,,,
0.36,0.57,2,142,3,0,0,product_mng,medium,1,,45068,50000,,,,,,
0.86,0.84,5,254,5,0,0,product_mng,medium,1,,30130,56000,,,,,,
0.73,0.99,5,262,5,0,0,product_mng,medium,1,,44415,56000,,,,,,
0.56,0.71,4,296,2,0,0,IT,medium,1,,45741,56000,,,,,,
0.44,0.56,2,158,3,0,0,accounting,medium,1,,32946,50000,,,,,,
0.31,0.56,4,238,2,0,0,accounting,medium,1,,44081,50000,,,,,,
0.77,0.93,4,231,5,0,0,hr,medium,1,,48786,43000,,,,,,
0.44,0.45,2,156,3,0,0,hr,medium,1,,26671,50000,,,,,,
0.38,0.46,2,145,3,0,0,hr,medium,1,,48684,43000,,,,,,
0.45,0.48,2,144,3,0,0,marketing,medium,1,,26314,50000,,,,,,
0.38,0.51,2,159,3,0,0,sales,medium,1,,37277,56000,,,,,,
0.36,0.48,2,156,3,0,0,accounting,high,1,,52932,80000,,,,,,
0.75,0.9,5,256,5,0,0,support,low,1,,14877,24500,,,,,,
0.1,0.93,6,298,4,0,0,technical,medium,1,,27272,50000,,,,,,
0.1,0.97,6,247,4,0,0,management,medium,1,,34054,43000,,,,,,
0.45,0.5,2,157,3,0,0,marketing,medium,1,,41613,56000,,,,,,
0.42,0.57,2,154,3,1,0,marketing,medium,1,,48450,50000,,,,,,
0.78,1,4,253,5,0,0,marketing,low,1,,18503,23500,,,,,,
0.45,0.55,2,148,3,0,0,sales,low,1,,18660,25500,,,,,,
0.84,1,4,261,5,0,0,sales,low,1,,17413,24500,,,,,,
0.11,0.93,6,282,4,0,0,sales,low,1,,22716,23500,,,,,,
0.42,0.56,2,133,3,0,0,sales,low,1,,16374,23500,,,,,,
0.45,0.46,2,128,3,0,0,sales,low,1,,16133,24500,,,,,,
0.46,0.57,2,139,3,0,0,sales,low,1,,17223,24500,,,,,,
0.09,0.79,6,293,5,0,0,sales,low,1,,19757,23500,,,,,,
0.87,0.83,4,265,6,0,0,sales,low,1,,24762,24500,,,,,,
0.1,0.87,6,250,4,0,0,sales,low,1,,19381,25500,,,,,,
0.91,1,5,251,6,0,0,sales,low,1,,21672,25500,,,,,,
0.76,0.92,4,246,5,0,0,sales,low,1,,24224,23500,,,,,,
0.74,1,5,275,5,0,0,sales,low,1,,17976,24500,,,,,,
0.92,0.93,5,240,5,0,0,sales,low,1,,16050,25500,,,,,,
0.76,0.87,5,245,5,0,0,sales,low,1,,22749,25500,,,,,,
0.47,0.5,4,254,4,0,0,sales,low,1,,23405,25500,,,,,,
0.73,0.99,5,241,5,0,0,sales,low,1,,17456,23500,,,,,,
0.09,0.94,6,257,4,0,0,sales,low,1,,15644,24500,,,,,,
0.91,0.92,4,246,5,0,0,sales,low,1,,20682,24500,,,,,,
0.82,0.98,4,233,5,0,0,sales,low,1,,19077,25500,,,,,,
0.28,0.45,6,218,4,0,0,accounting,low,1,,17965,23500,,,,,,
0.84,0.99,4,262,6,0,0,accounting,medium,1,,28855,50000,,,,,,
0.45,0.53,2,138,3,0,0,accounting,medium,1,,36854,50000,,,,,,
0.45,0.54,2,142,3,0,0,hr,medium,1,,40008,43000,,,,,,
0.91,0.97,5,233,5,0,0,hr,medium,1,,36792,43000,,,,,,
0.42,0.48,2,155,3,0,0,hr,medium,1,,35473,56000,,,,,,
0.82,1,4,229,6,0,0,hr,medium,1,,26903,56000,,,,,,
0.11,0.9,6,264,4,0,0,technical,medium,1,,48705,50000,,,,,,
0.42,0.53,3,199,4,0,0,technical,medium,1,,46839,50000,,,,,,
0.82,0.85,4,223,5,0,0,technical,medium,1,,47989,50000,,,,,,
0.09,0.96,6,268,4,0,0,technical,medium,1,,46175,43000,,,,,,
0.1,0.94,6,287,4,0,0,technical,medium,1,,48996,43000,,,,,,
0.86,1,5,257,5,0,0,technical,medium,1,,48619,50000,,,,,,
0.4,0.46,2,143,3,0,0,technical,high,1,,66146,90000,,,,,,
0.45,0.46,2,130,3,0,0,technical,low,1,,21694,24500,,,,,,
0.42,0.51,2,136,3,0,0,technical,medium,1,,31969,50000,,,,,,
0.74,0.92,4,261,5,0,0,technical,medium,1,,28864,56000,,,,,,
0.55,0.6,3,180,4,0,0,technical,medium,1,,47368,43000,,,,,,
0.37,0.45,2,126,3,0,0,support,medium,1,,43058,43000,,,,,,
0.41,0.52,2,127,3,1,0,support,low,1,,22548,23500,,,,,,
0.89,0.65,5,195,6,0,0,support,low,1,,14102,25500,,,,,,
0.41,0.57,2,160,3,0,0,support,low,1,,20765,24500,,,,,,
0.44,0.51,2,150,3,0,0,support,low,1,,19595,23500,,,,,,
0.87,0.84,4,264,6,0,0,support,low,1,,15840,25500,,,,,,
0.1,0.84,6,309,4,0,0,support,low,1,,20787,25500,,,,,,
0.41,0.47,2,135,3,0,0,support,low,1,,17964,24500,,,,,,
0.11,0.85,6,261,4,0,0,support,low,1,,15759,24500,,,,,,
0.43,0.53,2,160,3,0,0,support,low,1,,20988,24500,,,,,,
0.77,0.9,4,237,5,0,0,support,low,1,,18940,23500,,,,,,
0.41,0.52,2,136,3,0,0,technical,low,1,,17903,23500,,,,,,
0.41,0.48,2,139,3,0,0,technical,low,1,,14539,23500,,,,,,
0.36,0.78,2,151,4,0,0,technical,low,1,,23471,23500,,,,,,
0.77,1,5,229,5,0,0,management,low,1,,16058,25500,,,,,,
0.81,0.98,5,245,5,0,0,IT,low,1,,21011,25500,,,,,,
0.39,0.54,2,127,3,0,0,IT,low,1,,15556,24500,,,,,,
0.09,0.94,6,283,5,0,0,IT,low,1,,18586,23500,,,,,,
0.44,0.46,2,143,3,0,0,IT,low,1,,24456,23500,,,,,,
0.1,0.84,5,298,4,0,0,IT,low,1,,16850,25500,,,,,,
0.36,0.48,2,159,3,0,0,product_mng,low,1,,14181,25500,,,,,,
0.81,0.92,5,239,5,0,0,product_mng,low,1,,14500,23500,,,,,,
0.81,0.9,4,226,5,0,0,product_mng,medium,1,,37654,43000,,,,,,
0.85,0.98,5,248,5,0,0,product_mng,medium,1,,33623,50000,,,,,,
0.1,0.87,6,286,4,0,0,IT,medium,1,,37296,43000,,,,,,
0.37,0.54,2,145,3,0,0,RandD,medium,1,,40092,43000,,,,,,
0.09,0.97,7,254,4,1,0,RandD,medium,1,,35194,56000,,,,,,
0.44,0.53,2,127,3,0,0,RandD,medium,1,,31275,56000,,,,,,
0.86,0.93,5,223,5,0,0,RandD,medium,1,,28624,50000,,,,,,
0.77,1,4,255,5,0,0,RandD,medium,1,,48494,56000,,,,,,
0.41,0.48,2,136,3,0,0,marketing,medium,1,,43928,43000,,,,,,
0.4,0.48,2,137,3,0,0,sales,medium,1,,28935,43000,,,,,,
0.43,0.49,2,135,3,0,0,accounting,medium,1,,31835,43000,,,,,,
0.43,0.5,2,137,3,0,0,support,medium,1,,34241,56000,,,,,,
0.8,0.53,3,255,5,0,0,technical,high,1,,68188,85000,,,,,,
0.8,0.85,4,273,5,0,0,management,low,1,,14601,23500,,,,,,
0.82,0.98,5,234,5,0,0,marketing,medium,1,,27995,43000,,,,,,
0.37,0.54,2,152,3,0,0,marketing,medium,1,,46637,43000,,,,,,
0.37,0.48,2,134,3,0,0,marketing,medium,1,,30166,56000,,,,,,
0.09,0.95,6,292,4,0,0,sales,medium,1,,39750,50000,,,,,,
0.9,0.92,5,245,5,0,0,sales,low,1,,21750,24500,,,,,,
0.41,0.52,2,159,3,0,0,sales,low,1,,18242,24500,,,,,,
0.1,0.85,6,260,4,0,0,sales,low,1,,14715,23500,,,,,,
0.44,0.53,2,149,3,0,0,sales,low,1,,17753,24500,,,,,,
0.89,0.85,5,266,5,0,0,sales,low,1,,24320,25500,,,,,,
0.42,0.56,2,149,3,0,0,sales,low,1,,14362,25500,,,,,,
0.87,1,5,242,5,0,0,sales,low,1,,16593,24500,,,,,,
0.45,0.57,2,134,3,0,0,sales,low,1,,22419,23500,,,,,,
0.11,0.87,5,271,4,0,0,sales,low,1,,21724,24500,,,,,,
0.09,0.79,6,275,4,0,0,sales,low,1,,18269,23500,,,,,,
0.76,0.83,5,227,5,0,0,sales,low,1,,17771,23500,,,,,,
0.11,0.96,7,277,5,0,0,sales,low,1,,21094,25500,,,,,,
0.37,0.49,2,151,3,0,0,sales,low,1,,21458,24500,,,,,,
0.1,0.79,6,274,4,0,0,sales,low,1,,15167,23500,,,,,,
0.77,0.87,4,242,6,0,0,sales,low,1,,15229,23500,,,,,,
0.42,0.54,2,143,3,1,0,sales,low,1,,14022,24500,,,,,,
0.38,0.52,2,145,3,0,0,sales,low,1,,21267,24500,,,,,,
0.32,0.95,5,172,2,0,0,sales,low,1,,24324,25500,,,,,,
0.38,0.49,2,135,3,0,0,accounting,low,1,,20578,23500,,,,,,
0.19,1,4,192,4,0,0,accounting,low,1,,20210,25500,,,,,,
0.1,0.83,7,276,4,0,0,accounting,low,1,,16795,23500,,,,,,
0.76,0.88,4,206,4,0,0,hr,medium,1,,49809,50000,,,,,,
0.53,0.56,4,281,6,0,0,hr,medium,1,,41757,50000,,,,,,
0.39,0.51,2,151,3,0,0,hr,medium,1,,49139,50000,,,,,,
0.11,0.83,6,244,4,0,0,hr,medium,1,,46767,56000,,,,,,
0.1,0.94,6,309,4,0,0,technical,medium,1,,35758,50000,,,,,,
0.84,1,5,218,5,0,0,technical,medium,1,,49679,43000,,,,,,
0.82,0.99,4,263,6,0,0,technical,medium,1,,35574,43000,,,,,,
0.1,0.82,6,244,4,0,0,technical,medium,1,,27886,50000,,,,,,
0.59,0.49,7,263,4,0,0,technical,medium,1,,28115,56000,,,,,,
0.44,0.48,2,143,3,0,0,technical,medium,1,,48711,56000,,,,,,
0.89,0.95,2,181,5,0,0,technical,medium,1,,39148,43000,,,,,,
0.91,0.84,5,265,5,0,0,technical,medium,1,,28016,56000,,,,,,
0.66,0.57,5,161,5,0,0,technical,high,1,,54743,85000,,,,,,
0.11,0.87,7,282,5,0,0,technical,low,1,,14017,23500,,,,,,
0.43,0.51,2,155,3,0,0,technical,medium,1,,42032,50000,,,,,,
0.78,0.83,4,217,6,0,0,support,medium,1,,26224,43000,,,,,,
0.11,0.97,6,289,5,0,0,support,medium,1,,47838,56000,,,,,,
0.83,0.98,4,259,5,0,0,support,medium,1,,47687,43000,,,,,,
0.39,0.54,2,158,3,0,0,support,low,1,,17535,23500,,,,,,
0.38,0.55,2,158,3,0,0,support,low,1,,19957,24500,,,,,,
0.37,0.57,2,155,3,0,0,support,low,1,,14303,24500,,,,,,
0.44,0.48,2,146,3,0,0,support,low,1,,14286,24500,,,,,,
0.53,0.85,2,164,5,0,0,support,low,1,,14912,25500,,,,,,
0.09,0.96,6,259,4,0,0,support,low,1,,22841,24500,,,,,,
0.11,0.89,6,293,4,0,0,support,low,1,,15964,23500,,,,,,
0.83,0.96,5,275,5,0,0,support,low,1,,17153,23500,,,,,,
0.88,1,5,219,6,1,0,technical,low,1,,14701,23500,,,,,,
0.1,0.89,6,247,4,0,0,technical,low,1,,19811,23500,,,,,,
0.09,0.86,7,309,4,0,0,technical,low,1,,14032,24500,,,,,,
0.44,0.54,2,151,3,0,0,management,low,1,,15788,23500,,,,,,
0.39,0.51,2,129,3,0,0,IT,low,1,,20914,23500,,,,,,
0.87,0.94,4,274,5,0,0,IT,low,1,,21805,24500,,,,,,
0.74,0.99,4,233,5,0,0,IT,low,1,,14016,25500,,,,,,
0.1,0.95,7,289,4,0,0,IT,low,1,,21734,24500,,,,,,
0.74,0.82,4,239,6,0,0,IT,low,1,,24327,25500,,,,,,
0.75,0.99,5,221,5,0,0,product_mng,low,1,,20949,24500,,,,,,
0.41,0.56,2,150,3,0,0,product_mng,low,1,,16851,23500,,,,,,
0.41,0.45,2,144,3,1,0,product_mng,low,1,,22932,25500,,,,,,
0.09,0.9,7,289,4,0,0,product_mng,low,1,,22140,25500,,,,,,
0.09,0.8,6,301,5,0,0,IT,medium,1,,35019,50000,,,,,,
0.39,0.57,2,145,3,0,0,accounting,medium,1,,40377,56000,,,,,,
0.4,0.56,2,137,3,0,0,accounting,medium,1,,31120,43000,,,,,,
0.37,0.54,2,131,3,1,0,hr,medium,1,,42764,56000,,,,,,
0.1,0.84,6,246,4,0,0,hr,medium,1,,30468,56000,,,,,,
0.43,0.51,2,136,3,0,0,hr,medium,1,,30071,43000,,,,,,
0.75,0.85,5,240,6,1,0,marketing,medium,1,,43753,50000,,,,,,
0.37,0.56,2,156,3,0,0,sales,medium,1,,33478,56000,,,,,,
0.11,0.85,6,305,4,0,0,accounting,medium,1,,35999,43000,,,,,,
0.45,0.45,2,154,3,1,0,support,medium,1,,29415,43000,,,,,,
0.87,1,5,261,5,1,0,technical,medium,1,,46268,43000,,,,,,
0.11,0.94,7,244,4,0,0,management,medium,1,,33907,56000,,,,,,
0.45,0.54,2,129,3,0,0,marketing,high,1,,56010,85000,,,,,,
0.81,0.87,4,254,5,0,0,marketing,low,1,,20609,25500,,,,,,
0.77,0.91,5,236,5,0,0,marketing,medium,1,,49772,50000,,,,,,
0.89,0.92,5,237,5,0,0,sales,medium,1,,26206,43000,,,,,,
0.43,0.49,2,135,3,0,0,sales,medium,1,,28956,50000,,,,,,
0.78,1,5,236,5,0,0,sales,medium,1,,39095,50000,,,,,,
0.37,0.47,2,149,3,0,0,sales,low,1,,19521,25500,,,,,,
0.37,0.5,2,141,3,0,0,sales,low,1,,17056,24500,,,,,,
0.85,0.82,4,270,5,0,0,sales,low,1,,18688,23500,,,,,,
0.41,0.47,2,138,3,0,0,sales,low,1,,23231,23500,,,,,,
0.11,0.96,6,298,4,0,0,sales,low,1,,16831,25500,,,,,,
0.75,0.99,5,254,5,0,0,sales,low,1,,23576,25500,,,,,,
0.82,0.85,5,248,5,0,0,sales,low,1,,15986,23500,,,,,,
0.79,1,5,257,6,0,0,sales,low,1,,17350,25500,,,,,,
0.43,0.53,2,150,3,0,0,sales,low,1,,14130,23500,,,,,,
0.1,0.9,7,281,4,0,0,sales,low,1,,20790,23500,,,,,,
0.46,0.48,2,141,3,1,0,sales,low,1,,22742,25500,,,,,,
0.43,0.57,2,157,3,0,0,sales,low,1,,23686,23500,,,,,,
0.43,0.55,2,136,3,0,0,sales,low,1,,15939,25500,,,,,,
0.11,0.8,7,296,4,0,0,sales,low,1,,22281,23500,,,,,,
0.09,0.86,6,279,4,0,0,sales,low,1,,19431,23500,,,,,,
0.37,0.53,2,131,3,0,0,sales,low,1,,15834,23500,,,,,,
0.4,0.57,2,160,3,0,0,accounting,low,1,,20381,24500,,,,,,
0.1,0.77,7,291,4,0,0,accounting,low,1,,14033,24500,,,,,,
0.41,0.53,2,157,3,0,0,accounting,low,1,,21672,25500,,,,,,
0.79,0.58,3,294,4,0,0,hr,low,1,,17844,25500,,,,,,
0.11,0.79,7,310,4,0,0,hr,low,1,,22779,23500,,,,,,
0.1,0.97,6,282,4,0,0,hr,medium,1,,46628,56000,,,,,,
0.44,0.51,2,134,3,0,0,hr,medium,1,,35175,50000,,,,,,
0.25,0.46,4,214,4,0,0,technical,medium,1,,31087,50000,,,,,,
0.44,0.52,2,137,3,0,0,technical,medium,1,,36933,56000,,,,,,
0.73,1,4,252,5,0,0,technical,medium,1,,48653,43000,,,,,,
0.75,0.97,5,243,6,0,0,technical,medium,1,,27949,50000,,,,,,
0.36,0.47,2,148,3,0,0,technical,medium,1,,31596,50000,,,,,,
0.37,0.49,2,151,3,0,0,technical,medium,1,,43106,56000,,,,,,
0.39,0.49,2,129,3,0,0,technical,medium,1,,26845,43000,,,,,,
0.48,0.78,2,198,2,0,0,technical,medium,1,,44731,43000,,,,,,
0.57,0.72,4,275,6,0,0,technical,medium,1,,33488,56000,,,,,,
0.9,0.96,5,243,5,0,0,technical,medium,1,,46742,43000,,,,,,
0.39,0.55,2,159,3,0,0,technical,high,1,,63509,85000,,,,,,
0.44,0.51,2,145,3,0,0,support,low,1,,17350,25500,,,,,,
0.81,0.88,5,242,5,0,0,support,medium,1,,28385,43000,,,,,,
0.74,0.87,5,242,5,0,0,support,medium,1,,49078,56000,,,,,,
0.44,0.56,2,145,3,0,0,support,medium,1,,31486,56000,,,,,,
0.41,0.56,2,154,3,0,1,support,medium,1,,42384,56000,,,,,,
0.4,0.51,2,139,3,0,0,support,low,1,,22332,25500,,,,,,
0.46,0.57,2,152,3,0,0,support,low,1,,23871,25500,,,,,,
0.8,0.83,2,211,3,0,0,support,low,1,,18054,25500,,,,,,
0.87,0.9,5,258,5,0,0,support,low,1,,17210,23500,,,,,,
0.39,0.54,2,155,3,0,0,support,low,1,,21094,24500,,,,,,
0.38,0.55,2,148,3,0,0,support,low,1,,15898,25500,,,,,,
0.66,0.67,2,255,3,0,0,technical,low,1,,14843,23500,,,,,,
0.1,0.8,6,264,4,0,0,technical,low,1,,14575,23500,,,,,,
0.37,0.54,2,132,3,0,0,technical,low,1,,15195,24500,,,,,,
0.1,0.77,6,255,4,0,0,management,low,1,,22661,24500,,,,,,
0.09,0.87,5,263,4,0,0,IT,low,1,,16019,23500,,,,,,
0.86,0.84,5,222,5,0,0,IT,low,1,,18878,24500,,,,,,
0.11,0.9,6,263,4,0,0,IT,low,1,,17374,25500,,,,,,
0.37,0.46,2,157,3,0,0,IT,low,1,,17229,24500,,,,,,
0.11,0.92,7,307,4,0,0,IT,low,1,,20428,25500,,,,,,
0.77,0.98,5,259,6,0,0,product_mng,low,1,,15239,23500,,,,,,
0.84,0.94,5,222,6,0,0,product_mng,low,1,,24139,23500,,,,,,
0.1,0.84,7,250,4,0,0,product_mng,low,1,,17551,23500,,,,,,
0.83,0.9,5,245,5,0,0,product_mng,low,1,,23137,23500,,,,,,
0.11,0.79,6,292,4,0,0,IT,low,1,,21183,23500,,,,,,
0.86,0.92,5,252,5,0,0,RandD,low,1,,14267,24500,,,,,,
0.38,0.56,2,161,3,0,0,RandD,medium,1,,33175,56000,,,,,,
0.11,0.88,5,250,4,0,0,RandD,medium,1,,39625,43000,,,,,,
0.45,0.49,2,134,3,0,0,RandD,medium,1,,42042,56000,,,,,,
0.1,0.85,7,279,4,0,0,RandD,medium,1,,35610,43000,,,,,,
0.09,0.95,7,256,4,0,0,marketing,medium,1,,31646,56000,,,,,,
0.39,0.53,2,127,3,0,0,sales,medium,1,,35554,56000,,,,,,
0.37,0.47,2,138,3,1,0,accounting,medium,1,,37164,56000,,,,,,
0.81,0.97,5,243,5,0,0,support,medium,1,,33313,43000,,,,,,
0.09,0.9,7,296,4,0,0,technical,medium,1,,33356,43000,,,,,,
0.1,0.88,7,267,4,0,0,management,medium,1,,47345,56000,,,,,,
0.39,0.49,2,144,3,0,0,marketing,medium,1,,34761,56000,,,,,,
0.83,0.95,4,251,5,0,0,marketing,medium,1,,46586,56000,,,,,,
0.45,0.57,2,148,3,0,0,marketing,high,1,,57505,85000,,,,,,
0.43,0.51,2,141,3,0,0,sales,low,1,,16707,23500,,,,,,
0.8,0.75,3,268,2,0,0,sales,medium,1,,41542,50000,,,,,,
0.1,0.86,6,247,4,0,0,sales,medium,1,,47265,43000,,,,,,
0.1,0.55,2,247,4,0,0,sales,medium,1,,35440,50000,,,,,,
0.36,0.52,2,146,3,0,0,sales,medium,1,,36051,43000,,,,,,
0.38,0.5,2,140,3,0,0,sales,low,1,,21167,25500,,,,,,
0.78,0.98,5,263,6,0,0,sales,low,1,,15420,23500,,,,,,
0.44,0.49,2,145,3,0,0,sales,low,1,,24912,24500,,,,,,
0.41,0.46,2,156,3,1,0,sales,low,1,,23378,25500,,,,,,
0.72,0.85,5,244,6,0,0,sales,low,1,,22419,24500,,,,,,
0.46,0.54,2,144,3,0,0,sales,low,1,,20389,24500,,,,,,
0.1,0.9,7,286,4,0,0,sales,low,1,,15512,25500,,,,,,
0.34,0.67,4,141,2,0,0,sales,low,1,,18410,24500,,,,,,
0.11,0.89,6,260,5,0,0,sales,low,1,,22426,25500,,,,,,
0.38,0.56,2,154,3,0,0,sales,low,1,,17023,24500,,,,,,
0.82,0.92,5,225,5,0,0,sales,low,1,,15896,23500,,,,,,
0.39,0.57,2,127,3,0,0,sales,low,1,,19432,23500,,,,,,
0.44,0.53,2,140,3,0,0,sales,low,1,,21016,23500,,,,,,
0.43,0.52,2,147,3,0,0,sales,low,1,,19722,24500,,,,,,
0.84,0.83,4,227,5,0,0,accounting,low,1,,21015,24500,,,,,,
0.43,0.48,2,153,3,0,0,accounting,low,1,,19097,24500,,,,,,
0.37,0.52,2,128,3,0,0,accounting,low,1,,22960,24500,,,,,,
0.74,0.97,4,228,5,0,0,hr,low,1,,23960,24500,,,,,,
0.73,0.97,5,235,5,0,0,hr,low,1,,20370,24500,,,,,,
0.37,0.47,2,148,3,0,0,hr,low,1,,16950,23500,,,,,,
0.58,0.62,4,238,3,0,0,hr,low,1,,19241,25500,,,,,,
0.4,0.54,2,141,3,0,0,technical,medium,1,,26390,50000,,,,,,
0.51,0.83,5,249,4,0,0,technical,medium,1,,45890,50000,,,,,,
0.46,0.5,2,151,3,0,0,technical,medium,1,,44509,43000,,,,,,
0.45,0.54,2,129,3,0,0,technical,medium,1,,27242,50000,,,,,,
0.46,0.5,2,156,3,0,0,technical,medium,1,,46296,50000,,,,,,
0.39,0.45,2,134,3,0,0,technical,medium,1,,30535,43000,,,,,,
0.09,0.88,6,269,4,0,0,technical,medium,1,,41641,50000,,,,,,
0.09,0.77,6,290,4,0,0,technical,medium,1,,39461,43000,,,,,,
0.37,0.51,2,132,3,0,0,technical,medium,1,,34069,56000,,,,,,
0.1,0.89,7,308,4,0,0,technical,medium,1,,33318,50000,,,,,,
0.77,1,4,232,5,0,0,technical,medium,1,,42762,56000,,,,,,
0.79,0.86,5,235,5,0,0,support,medium,1,,29925,56000,,,,,,
0.43,0.55,2,130,3,0,0,support,high,1,,51712,90000,,,,,,
0.38,0.53,2,146,3,0,0,support,low,1,,22604,25500,,,,,,
0.77,0.91,5,221,6,0,0,support,medium,1,,34340,43000,,,,,,
0.44,0.5,2,130,3,0,0,support,medium,1,,32661,50000,,,,,,
0.39,0.46,2,136,3,0,0,support,medium,1,,29472,50000,,,,,,
0.78,0.89,5,274,6,0,0,support,medium,1,,26262,50000,,,,,,
0.1,0.79,6,256,5,0,0,support,low,1,,22052,24500,,,,,,
0.1,0.77,5,276,4,0,0,support,low,1,,14176,25500,,,,,,
0.75,0.85,5,267,5,0,0,support,low,1,,20384,25500,,,,,,
0.46,0.62,6,213,3,0,0,support,low,1,,16577,24500,,,,,,
0.91,0.97,4,274,6,0,0,technical,low,1,,17125,24500,,,,,,
0.1,0.92,6,258,4,0,0,technical,low,1,,24413,25500,,,,,,
0.72,0.6,3,153,5,0,0,technical,low,1,,18935,23500,,,,,,
0.11,0.95,6,245,4,0,0,management,low,1,,15416,24500,,,,,,
0.11,0.94,6,264,4,0,0,IT,low,1,,14249,24500,,,,,,
0.46,0.57,2,154,3,0,0,IT,low,1,,21491,23500,,,,,,
0.37,0.46,2,149,3,0,0,IT,low,1,,16135,25500,,,,,,
0.46,0.5,2,157,3,0,0,IT,low,1,,24998,23500,,,,,,
0.43,0.57,2,127,3,0,0,IT,low,1,,22516,24500,,,,,,
0.11,0.82,6,270,4,0,0,product_mng,low,1,,15482,25500,,,,,,
0.73,0.89,5,236,6,0,0,product_mng,low,1,,21035,24500,,,,,,
0.43,0.47,2,158,3,0,0,product_mng,low,1,,19602,24500,,,,,,
0.86,1,5,229,5,0,0,product_mng,low,1,,15479,23500,,,,,,
0.1,0.83,6,269,4,0,0,IT,low,1,,14921,23500,,,,,,
0.4,0.49,2,128,3,0,0,sales,low,1,,22643,24500,,,,,,
0.11,0.87,7,278,4,0,0,sales,low,1,,17301,25500,,,,,,
0.86,0.98,3,158,5,0,0,sales,low,1,,18081,23500,,,,,,
0.42,1,3,202,3,0,0,sales,medium,1,,47109,50000,,,,,,
0.79,0.84,4,240,5,0,0,sales,medium,1,,30429,50000,,,,,,
0.1,0.96,7,255,4,0,0,marketing,medium,1,,40082,43000,,,,,,
0.09,0.92,7,254,4,0,0,sales,medium,1,,46133,43000,,,,,,
0.09,0.82,6,257,4,0,0,accounting,medium,1,,43370,43000,,,,,,
0.87,1,4,228,5,0,0,support,medium,1,,45622,43000,,,,,,
0.36,0.49,2,145,3,0,0,technical,medium,1,,31119,43000,,,,,,
0.42,0.75,3,218,4,0,0,management,medium,1,,36927,43000,,,,,,
0.84,0.86,5,268,5,0,0,marketing,medium,1,,36493,43000,,,,,,
0.1,0.83,6,278,4,0,0,marketing,medium,1,,35202,56000,,,,,,
0.78,0.71,3,249,5,0,0,marketing,medium,1,,41051,43000,,,,,,
0.35,0.99,3,236,4,0,0,sales,medium,1,,38822,43000,,,,,,
0.1,0.81,7,291,4,0,0,sales,high,1,,63530,90000,,,,,,
0.11,0.8,6,306,4,0,0,sales,low,1,,17893,23500,,,,,,
0.43,0.48,2,135,3,0,0,sales,medium,1,,45952,50000,,,,,,
0.38,0.45,2,156,3,0,0,sales,medium,1,,30875,56000,,,,,,
0.46,0.54,2,143,3,0,0,sales,medium,1,,45569,43000,,,,,,
0.89,0.82,4,243,5,0,0,sales,medium,1,,47991,50000,,,,,,
0.45,0.5,2,147,3,0,0,sales,low,1,,22187,24500,,,,,,
0.44,0.53,2,159,3,0,0,sales,low,1,,23306,24500,,,,,,
0.74,0.54,5,216,3,0,0,sales,low,1,,19819,24500,,,,,,
0.45,0.54,2,152,3,0,0,sales,low,1,,16793,24500,,,,,,
0.79,0.93,4,226,5,0,0,sales,low,1,,19186,24500,,,,,,
0.79,0.91,5,271,5,0,0,sales,low,1,,23658,25500,,,,,,
0.11,0.87,6,255,4,0,0,sales,low,1,,15811,25500,,,,,,
0.42,0.48,2,140,3,0,0,sales,low,1,,22566,25500,,,,,,
0.64,0.9,6,252,2,0,0,sales,low,1,,21169,25500,,,,,,
0.4,0.55,2,159,3,0,0,sales,low,1,,18157,24500,,,,,,
0.84,0.98,5,270,5,0,0,sales,low,1,,21603,23500,,,,,,
0.73,0.92,5,232,5,0,0,sales,low,1,,16183,24500,,,,,,
0.4,0.51,2,144,3,0,0,accounting,low,1,,14415,24500,,,,,,
0.36,0.45,2,127,3,0,0,accounting,low,1,,15671,23500,,,,,,
0.43,0.47,2,131,3,0,0,accounting,low,1,,21454,25500,,,,,,
0.11,0.78,6,243,4,0,0,hr,low,1,,16122,24500,,,,,,
0.91,1,5,244,6,0,0,hr,low,1,,14013,24500,,,,,,
0.8,1,5,260,5,0,0,hr,low,1,,17621,24500,,,,,,
0.42,0.49,2,139,3,0,0,hr,low,1,,24558,24500,,,,,,
0.31,0.87,4,184,3,0,0,technical,low,1,,23591,25500,,,,,,
0.44,0.47,2,130,3,0,0,technical,low,1,,22167,25500,,,,,,
